збор,значење,примери,граматички определби,преводи на други јазици,извор
тример,празник и алат,,,,
тример,,,,,
тримерџики,,,,,
тринаесет,,,,,
тринга,,,,,
триногарник,,,,,
триножник,,,,,
Трирогест Еновец,растение,,,,
тритикале,,,,,
тритикале,,,,,
Тритонија,растение,,,,
трифуркација,,,,,
Трихуријаза,,,,,
трица,,,,,
трка,,,,,
тркала,глагол,,,,
тркалезен,,,,,
тркалезен,,,,,
тркало,,,,,
тркало,,,,,
тркачиште,,,,,
трмка,,,,,
трн,,,,,
трн,,,,,
трндафл,трендафил (диј.),,,,
трнинка,,,,,
Трнинка,растение,,,,
трниште,,,,,
трнка,"1.
2. кутија за чување пчели ама од прачки ранчно правени",,,,
трнче,,,,,
трње,,,,,
троа,малку (диј. ),,,,
троина,,,,,
тројка,,,,,
Тројно Негативен Рак На Дојка,,,,,
тројство,,,,,
трокатен,,,,,
тролејбусиште,,,,,
тромав,,,,,
тромав,(диј.),,,,
Тромбоцитопенија,,,,,
тропрст,,,,,
Тропска Кожна Болест,,,,,
тропски,,,,,
тросед,,,,,
троскот,,,,,
троскот,,,,,
троскот,,,,,
Троскот,растение,,,,
трослоен,,,,,
трособен,,,,,
тротоар,,,,,
тротоариште,,,,,
трофеиште,,,,,
трочлен,,,,,
трошок,,,,,
трошок,,,,,
трпеза,,,,,
трпезарија,,,,,
трпезарија,,,,,
трска,,,,,
Трска,растение,,,,
трскар,"1.
2. птица",,,,
трубиште,,,,,
труд,,,,,
трудбеник,,,,,
трудољубивост,,,,,
Труење Со Арсен,,,,,
Труење Со Јаглерод Моноксид,,,,,
трупец,,,,,
трупиште,,,,,
туа,тука (диј. ),,,,
туба,,,,,
Туберозна Склероза,,,,,
тубиште,,,,,
туѓ,,,,,
туѓина,,,,,
туѓинец,,,,,
туе,тука (диј. тетовски),,,,
туека,(диј. ),,,,
тужбиште,,,,,
тужибаба,,,,,
тужибаба,,,,,
туј,тука (диј. ),,,,
туј,(диј. ),,,,
туја,тука (диј. кумановски),,,,
тук,тука (диј. ),,,,
тула,,,,,
Туларемија,,,,,
туле,именка-изведенка од Туле називот на компанијата за мобилен багажник за коли,,,,
тулиште,,,,,
тулумбиште,,,,,
Тумор На Мозок,,,,,
тумориште,,,,,
тумрук,"глупак, будала (диј. )",,,,
тунелиште,,,,,
тупа,удира (диј. ),,,,
тупаница,,,,,
тупаница,,,,,
тупаничиште,,,,,
турбаниште,,,,,
турбидиметар,,,,,
турбина,,,,,
турбиниште,,,,,
Турет Синдром,,,,,
турка,,,,,
туркологија,,,,,
турма,маса луѓе кои влегуваат низ една врата наеднаш (диј. ),,,,
турне,,,,,
турнеиште,,,,,
турнириште,,,,,
турпииште,,,,,
Туртулак – измет од говедо,,,,,
туршииште,,,,,
туршија,,,,,
туршија,,,,,
тутаапсолута,болест кај растенија,,,,
тутун,,,,,
тутун,,,,,
тутунариште,,,,,
тутуниште,,,,,
"Тутурдисува-намерно, натерува",,,,,
тутурутка,,,,,
тууугоооо,лелеее (диј. ),,,,
тухлив,,,,,
туш,,,,,
туш-кабина,,,,,
тушла,,,,,
тушни,бутни (диј. ),,,,
тушт,,,,,
убо,,,,,
увалкува,,,,,
Увеитис,,,,,
увеличеност,,,,,
уверение,,,,,
уво,,,,,
увод,,,,,
увод,,,,,
уводник,,,,,
увце,,,,,
углед,,,,,
угодници,,,,,
угоен,,,,,
угорен,,угорен леб,,,
угорничиште,,,,,
угоститество,,,,,
угу,само (диј. прилепски),,,,
удвојување,,,,,
удвојување,,,,,
удиралка,,,,,
удле,надолу (диј. кумановски),,,,
Удунат – во другата соба,,,,,
уживка,,,,,
ужинка,,,,,
узда,,,,,
уздиште,,,,,
узреан,,,,,
узумрен,,,,,
ујгун,убаво,,,,
"Ујгун – точен, по мерка",,,,,
ујдисват,"одговара, се вклопува (диј. )",,,,
ујдисе,одговара (диј. струмички),,,,
Ујдисе – одговара или најди,,,,,
ујко,комарец (диј. кумановски),,,,
"Ујун – форма, облик, начин",,,,,
укање,,,,,
укор,,,,,
укор,,,,,
укоричува,,,,,
украинист,,,,,
украинистика,,,,,
украс,,,,,
украсен,,,,,
украсиште,,,,,
укрупнува,,,,,
"Укубет- невреме, дожд и ветер",,,,,
улица,,,,,
улица,,,,,
уличарче,,,,,
уличарче,,,,,
уличиште,,,,,
улиште,кутија/сандак за чување на пчели,,,,
улов,,,,,
улога,,,,,
ултразвук,,,,,
улулајка,,,,,
уљандисан,"загрижен, разочаран",,,,
уљандисан,вознемирен,,,,
уљандисан,"загрижен, разочаран, вознемирен (диј. битолски)",,,,
ум,,,,,
ум,,,,,
ум,(диј. ),,,,
умерен,,,,,
уметничиште,,,,,
уметност,,,,,
умисла,,,,,
умиште,,,,,
умничиште,,,,,
умножување,,,,,
умот,,,,,
уназаденост,,,,,
унапредување,,,,,
унгарофил,,,,,
унгарофоб,,,,,
унгарофобија,,,,,
универзален,,,,,
универзалност,,,,,
универзитет,,,,,
универзитетски,,,,,
универзум,,,,,
унииште,,,,,
униформиште,,,,,
упад,,,,,
упад,,,,,
упаљач,,,,,
упаљач,(диј. ),,,,
упат,,,,,
упат,,,,,
упис,,,,,
уписен,,,,,
уписнина,,,,,
уплатничиште,,,,,
упориште,,,,,
управител,,,,,
управителство,,,,,
управничка,,,,,
управувач,"1. за ТВ
2.....
3....",,,,
упразнување,,,,,
ураганиште,,,,,
уралски,,,,,
урамнотежен,,,,,
урбан,,,,,
урдиште,,,,,
уред,,,,,
уред,,,,,
уреди,,,,,
уредник,,,,,
уредничиште,,,,,
уредност,,,,,
урех,орев (диј. ),,,,
урига,ждрига (диј. струмички),,,,
уриз,ориз (диј. ),,,,
урка,,,,,
урма,,,,,
урмиште,,,,,
урнатабез,урнебес,,,,
урнебес,,,,,
урнек,(диј. ),,,,
Урумлак,,,,,
ус,со (диј. ),,,,
услов,,,,,
условност,,,,,
условувања,,,,,
усни,,,,,
усник,,,,,
усниште,,,,,
усовршување,,,,,
усогласеност,,,,,
успение,,,,,
успешност,,,,,
успокои,,,,,
успокој,,,,,
усрден,,,,,
устен,,,,,
устие,,,,,
усул,,,,,
усул,осет (диј. битолски),,,,
ут,був (диј. ),,,,
утбаш,човек од УТБА службте на Југославија,,,,
утврдува,,,,,
утемелен,,,,,
утилитаризам,,,,,
утиште,,,,,
утка,"1.
2. птица",,,,
утока,,,,,
утоп,,,,,
утот,Турчин на стар таен јазик македонски,,,,
уточка,,,,,
уточка,,,,,
утредента,,,,,
утрина,,,,,
утро,,,,,
утро,,,,,
уценува,,,,,
учебничиште,,,,,
учеников,,,,,
учесник,,,,,
учесник,,,,,
училиште,,,,,
училница,,,,,
уџум,"далеку, таму не сака да оди (диј. )",,,,
Уш- божем,,,,,
ушап‘ртља се,се збуни (диј. кумановски),,,,
Ушаф – компот,,,,,
уше,,,,,
ушенце,,,,,
ушест,,,,,
уши,,,,,
ушишка,,,,,
ушиште,,,,,
ушко,,,,,
ушлар,,,,,
ушнике,обетки (диј. тетовски),,,,
ушници,обетки (диј. кичевски),,,,
уште,,,,,
уштипак,,,,,
ф'ртуна,"змеј, летало (диј. )",,,,
"Ф’ртуна – летало, змеј",,,,,
ф'стак,,,,,
Ф’стак,растение,,,,
ф'тан,фустан (диј. староскопски),,,,
Фабри Болест,,,,,
фабричиште,,,,,
фаза,"1. струја
2. етапа",,,,
фазан,,,,,
фазаниште,,,,,
фазомер,,,,,
фаќалка,,,,,
фаќалка,,,,,
факелиште,,,,,
фактографски,,,,,
факториште,,,,,
факултативен,,,,,
факултативност,,,,,
факултет,,,,,
факултетиште,,,,,
факултетски,,,,,
фалсификаториште,,,,,
фамилииште,,,,,
Фамилијарна Медитеранска Треска,,,,,
фана ме афагано,досадно ми е / не знам што да правам (диј. радовишки),,,,
фанатичиште,,,,,
фане /фани,,,,,
фанела,"блуза, маица (диј. )",,,,
фанела,кошула (диј. ),,,,
Фанела – долна волнена маица,,,,,
фанелиште,,,,,
фанелче,,,,,
Фанкониев Синдром,,,,,
фантазмагорија,,,,,
фар,,,,,
фара,"блиска личност, роднина (диј. струшки, лабунишки поточно)",,,,
фараониште,,,,,
фарба,,,,,
фарбање,,,,,
фарбар,,,,,
фарбара,,,,,
фарбара / фарбарница,,,,,
фарбач,,,,,
фарбиште,,,,,
фарма,,,,,
фармација,,,,,
фармација,,,,,
фармериште,,,,,
фармиште,,,,,
фарош,(диј.),,,,
фасада,,,,,
фастан,фустан (диј. ),,,,
фасуљ,грав (диј. струмички),,,,
Фасуљ – грав,,,,,
фатка,,,,,
фауна,,,,,
фах,,,,,
фах,,,,,
фаца,,,,,
Фацелија,растение,,,,
Фација,,,,,
фачирка,кутра (диј. малешевски),,,,
федериште,,,,,
феменизација,,,,,
феминизам,,,,,
феминистички,,,,,
фенериште,,,,,
Фенилкетонурија,,,,,
феноменалози,,,,,
феноменолошки,,,,,
феноменолошки,,,,,
фермеле,,,,,
Фес (капа),,,,,
фесиште,,,,,
фестивалиште,,,,,
феферониште,,,,,
Фибромијалгија,,,,,
физика,,,,,
физиологија,,,,,
фикусиште,,,,,
филан (човек),познаник (диј. ),филан човек,,,
филанкишија,,,,,
филија,парче леб (диј. ),,,,
филијала,,,,,
Филипи,,,,,
филм,,,,,
филмаџија,,,,,
филмиште,,,,,
филогенетски,,,,,
филогенетски,,,,,
филозофија,,,,,
филозофија,,,,,
филологија,,,,,
филологија,,,,,
филтер-кафе,,,,,
филџан,(диј. ),,,,
филџан,,,,,
филџаниште,,,,,
фиљан,слен за марихуана,,,,
Фиљан`кишии – едикојси..?,,,,,
Фимоза,,,,,
фиока,,,,,
фиока,,,,,
фирериште,,,,,
фирмвер,,,,,
фирмиште,,,,,
фискосе/-а,претепа (диј. ),,,,
фитилиште,,,,,
фитопатологија,,,,,
фитопланктон,,,,,
фишечиште,,,,,
флаериште,,,,,
фламинго,,,,,
Флебитис,,,,,
флејта,,,,,
флејтиште,,,,,
флоем,,,,,
фломастериште,,,,,
фљенѓир,квака (диј. ),,,,
фљонга,машна (диј. струмички),,,,
Фљонга – панделка,,,,,
фљонгичка,машничка (диј. струмички),,,,
фнук,внук (диј. староскопски),,,,
фолија,,,,,
фонетика,,,,,
фонолгогија,,,,,
фонтана,,,,,
фонтана,(диј. ),,,,
форес,стрвост,,,,
форес,стрвост (диј. битолски),,,,
форма,,,,,
формализам,,,,,
форнички,таен јазик,,,,
фосил,,,,,
фотокопирница,,,,,
фотонапонски,,,,,
фотосинтеза,,,,,
фраер,,,,,
фраериште,,,,,
Фрактура На Ребро,,,,,
Фрактура На Череп,,,,,
франкофон,,,,,
франкофонија,,,,,
францускоговоречки,,,,,
френка,домат (диј. струмички),,,,
френка,(диј. ),,,,
френки,(диј. струмички),,,,
Френки – домати,,,,,
Фридрајхова Атаксија,,,,,
фрижидер,,,,,
фрижидер,,,,,
фризуриште,,,,,
фронтален,,,,,
фруктоза,,,,,
Фрча – четка,,,,,
фуга,,,,,
Фудаа – соба,,,,,
фудбалер,,,,,
фудбалериште,,,,,
фудбалерка,,,,,
Фуксија,растение,,,,
фураџија,,,,,
фурежен,,,,,
фурка,,,,,
Фуркета – шнола,,,,,
фурна,,,,,
фурнаринка,,,,,
фурнир,,,,,
Фуста- долна женска облека ( плетена од волна ),,,,,
фустаниште,,,,,
фута,"скутина, престилка (диј. )",,,,
футуролошки,,,,,
фучија,,,,,
х(о/у)лахолпка,,,,,
хакериште,,,,,
хамамелис,,,,,
хамер,,,,,
хамер,,,,,
ханзапласт,именка-изведенка од име на компанија/продукт,,,,
Хантингтонова Болест,,,,,
хаос,,,,,
хардвер,,,,,
хардверски,,,,,
харемиште,,,,,
харинговиден,,,,,
хартииште,,,,,
хартија,,,,,
харфиште,,,,,
хауба,,,,,
хејтериште,,,,,
хеланка,,,,,
хелда,,,,,
хеликоптериште,,,,,
Хелп Синдром,,,,,
Хематурија,,,,,
хемија,,,,,
хемиско,,,,,
Хемохроматоза,,,,,
Хепатит А,,,,,
Хепатит Ц,,,,,
Хепатитис,,,,,
Хераклеја,,,,,
хермафродитен,,,,,
херменевтика,,,,,
Херпес,,,,,
хефталица,,,,,
хефталка,,,,,
хефтелица,,,,,
хибискус,,,,,
хигиеничар,,,,,
хидроботаника,,,,,
хидроботаника,,,,,
хидрографија,,,,,
хидрологија,,,,,
хидролошки,,,,,
хидроним,,,,,
хидронимија,,,,,
хидросистем,,,,,
хидросфера,,,,,
хидротермален,,,,,
хидрофобичен,,,,,
хиениште,,,,,
хијатски,,,,,
Хималајски Кедар,растение,,,,
химниште,,,,,
хипархија,,,,,
Хиперамонемија,,,,,
Хиперинсулинемија,,,,,
хиперкултура,,,,,
Хиперпролактинемија,,,,,
Хипертиреоза,,,,,
Хиперурикемија,,,,,
Хиперхолестеролемија,,,,,
хипичиште,,,,,
Хипогликемија,,,,,
хиподром,,,,,
Хипокалемија,,,,,
хипокористик,,,,,
Хипотензија,,,,,
Хипотироидизам,,,,,
хипстериште,,,,,
хирдрологија,,,,,
хиротонисан,,,,,
хитиште,,,,,
хлор,,,,,
хмељ,,,,,
Хмељ,растение,,,,
ходник,,,,,
ходничиште,,,,,
хокеариште,,,,,
хомогенизација,,,,,
Хомоцистинурија,,,,,
Хондромалација На Патели,,,,,
хонорариште,,,,,
хопла,именка-изведенка од име на компанија/продукт,,,,
хоризонт,,,,,
хормониште,,,,,
Хортензија,растение,,,,
хортикултура,,,,,
хотелиште,,,,,
Хоџкинов Лимфом,,,,,
храстова (шума),,,,,
хрватство,,,,,
хроматограф,,,,,
хронотип,,,,,
хрчак,,,,,
хула,,,,,
хуманистички,,,,,
ц'ти,,,,,
ц'фте,,,,,
ц'фти,,,,,
цајканиште,,,,,
цака,,,,,
цалне,,,,,
цар,,,,,
царевица,пченка (диј. малешевски),,,,
царевица,пченка (диј.),,,,
царевка,пченка (диј. ),,,,
царизам,,,,,
царист,,,,,
цариште,,,,,
царски,,,,,
цафти,цвета (диј. македонскокаменички),,,,
цвеќар,,,,,
цвеќарница,,,,,
цвеќе,,,,,
цвеќиште,,,,,
цвеклиште,,,,,
цвекло,,,,,
цвет,,,,,
цвети,,,,,
цветници,,,,,
цветници,,,,,
цветулка,,,,,
цвик,,,,,
цевковод,,,,,
цевчест,,,,,
цевчест,,,,,
Цедалка,,,,,
цеден,,,,,
цедење,,,,,
цедилка,(диј. ),,,,
цедка,чајна цедка - некое орудие?,,,,
цел,,,,,
целер,,,,,
целисходност,,,,,
целогодишен,,,,,
целодневен,,,,,
целодневка,,,,,
целокоскен,,,,,
целокупен,,,,,
целокупен,,,,,
целокупност,,,,,
целоустен,,,,,
целуоза,,,,,
цементарница,,,,,
цементарница,,,,,
цементарница,,,,,
цена,,,,,
центрипетален,,,,,
цепен,"1. придавка
2. глаголска придавка",,,,
цепидлака,(диј. ),,,,
цепливост,,,,,
цер,,,,,
цер,,,,,
церада,,,,,
Церебрална Парализа,,,,,
цетииден,,,,,
цивилизираност,,,,,
цивка,,,,,
цивка,,,,,
циган,,,,,
цигла,,,,,
циглана,,,,,
циглиште,,,,,
цикаст,,,,,
циклама,"1. боја
2. вид цвет",,,,
цикорија,,,,,
цилиндер,,,,,
цилиндричен,,,,,
цимериште,,,,,
цимет,,,,,
Циметово Дрво,растение,,,,
цимоли,,,,,
цинија,,,,,
цинцар,,,,,
ципелчики,чевли (диј. струмички),,,,
циприден,,,,,
циприниден,,,,,
цирка,околу -за број (диј. староскопски),,,,
циркулар,,,,,
цистикол,,,,,
Цистинурија,,,,,
Цистична Фиброза,,,,,
цитрус,,,,,
циција,(диј. ),,,,
цициште,,,,,
цицкиште,,,,,
цка /-е,ика (диј. струмички),,,,
црв,,,,,
црв,,,,,
црвен,,,,,
Црвена Детелина,растение,,,,
Црвена Смрека,растение,,,,
Црвена Удика,растение,,,,
црвеник,јуни (диј. с. Пирава),,,,
црвенило,,,,,
црвенило,(диј.),,,,
црвеница,"1.
2. болест кај свињите",,,,
црвенкапа,,,,,
црвенкапа,,,,,
црвеноврат,,,,,
црвеноглав,,,,,
црвеноград,,,,,
црвеногушест,,,,,
црвеногушка,,,,,
црвенодрвен,,,,,
црвеноклун,,,,,
црвеноклун,,,,,
црвеноног,,,,,
црвеноопашка,,,,,
црвеносивкаст,,,,,
црвиште,,,,,
црвоточен,,,,,
цревиште,,,,,
црево,,,,,
цреп,,,,,
цреп,"1.
2. саксија(диј. )",,,,
цреп,,,,,
Цреп – саксија,,,,,
црепна,,,,,
цреша,,,,,
цреша,,,,,
Цреша,растение,,,,
црешар,мај (диј. гевгелиски),,,,
црешар,"1.
2. птица",,,,
црешниште,,,,,
црква,,,,,
црквиште,,,,,
црков,црква (диј. долнорекански),,,,
црковнословенски,,,,,
Црн Бор,растение,,,,
Црн Јасен,растение,,,,
Црн Пипер,растение,,,,
Црн Слез,растение,,,,
црн чај,,,,,
Црна Буника,растение,,,,
Црна Дудинка,растение,,,,
Црна Евла,растение,,,,
Црна Смрча,растение,,,,
Црна Топола,растение,,,,
Црна Удика,растение,,,,
Црнелка,,,,,
црник /црница,,,,,
црница,дудинка на битолски,,,,
црница,Moraceae,,,,
црнка,"1.
2.
3. птица",,,,
црноврат,,,,,
црноглав,,,,,
Црноглавка,растение,,,,
црногрл,,,,,
црнодробен,,,,,
црноклун,,птица,,,
црнокос,,,,,
црнокошуљар,човек облечен во црно (диј. ),,,,
црноопашен,,,,,
црноорабен,,седевка,,,
црнораб,,,,,
црноризец,,,,,
црноусен,,,,,
црпалка,,,,,
црпалка,,,,,
црпење,,,,,
црпи,,,,,
црпка,,,,,
цртичка,,,,,
цсиом ????,(диј. ),,,,
цугне,,,,,
цуна,баци (диј. тетовски),,,,
цутар,март,,,,
цути,,,,,
цутник,мај (диј. с. Пирава),,,,
цуцлест,,,,,
цуцлиште,,,,,
цуцул,,,,,
цуцулест,,,,,
ч'д'р,(диј. ),,,,
Ч’кор – многу ладно,,,,,
"Ч’крдек – семка, коска од слива,цреша,кајсија",,,,,
ч'крлии,,,,,
Ч’п’ратка – помала гранка во вид на буквата У и децата го користеле така што на разграноците врзувале ластик со кој мавале со камења најчесто по птиците.(prasta),,,,,
Ч’рвиш/Червиш – сос остаток од јадење,,,,,
Ч’рпак – длабока лажица за ставање течно јадење,,,,,
Чааб’џак – слабо завршена работа,,,,,
Чабав,"поцрнет, излитен",,,,
чавка,,,,,
Чавкина Уста,растение,,,,
чад,,,,,
чад,,,,,
чадиште,,,,,
Чадливка,растение,,,,
чадор,,,,,
чадор,,,,,
чадор,(диј. ),,,,
чадорест,sciadopityaceae,,,,
чадорест,,,,,
Чадорест Бор,растение,,,,
чаиште,,,,,
Чајна Билка,растение,,,,
чак-мак,сокак,,,,
чакал,,,,,
чакал,,,,,
чакал,,,,,
чакал,"1.
2. животно/растение?",,,,
чакати,пари,,,,
чакати,пари (диј. битолски),,,,
чакмак,запалка,,,,
чакмак,,,,,
чакмак,запалка (диј. ),,,,
чакмак,,,,,
чактисва,"сваќа, разбира",,,,
чалбур,,,,,
чалмиште,,,,,
чамец,,,,,
чамец,,,,,
чамец,,,,,
Чамчеста Орхидеја,растение,,,,
чанак,чинија (диј. ),,,,
чантиште,,,,,
чапатла,шмизла (диј. гевгелиски),,,,
чапја,,,,,
чапја,,,,,
чардак,,,,,
чардак,,,,,
чардачиште,,,,,
чаре,(диј. ),,,,
чарпак,(диј. ),,,,
чарпак,црпалка (диј. струмички),,,,
чаршафиште,,,,,
Часник,растение,,,,
часовник,,,,,
часовничар,,,,,
часовниче,"1.
2. вид цвет Passifloraceae",,,,
часовничиште,,,,,
часослов,,,,,
чатал,,,,,
чаталест,,,,,
чатма,,,,,
чаша,,,,,
чашитка,(диј. охридски),,,,
чашитлама,(диј. охридски),,,,
чашиште,,,,,
чашка,,,,,
чашкин,,,,,
чашковиден,,,,,
чварки,,,,,
чвориште,,,,,
чврчори,,,,,
чевка,"1.
2.
3.
4. Кантер Страјк оружје SSG снајпер жаргонски наречен",,,,
чевларник,,,,,
чевли,,,,,
чевли,,,,,
чевлиште,,,,,
чедо,,,,,
чекалиште,,,,,
чекална,,,,,
чекална,,,,,
чекалница,,,,,
чекалница,,,,,
чекан,(диј. ),,,,
чеканиште,,,,,
чекич,(диј. ),,,,
чекмеже,ковчеже за чување пари (диј. кумановски),,,,
чекмеџе,,,,,
чекориште,,,,,
челик,,,,,
чело,,,,,
Челоица,,,,,
чемерика,,,,,
чемпрес,cupressaceae,,,,
Чемпрес,растение,,,,
чепка,,,,,
чепла,шмизла (диј. кумановски),,,,
черга,(диј. ),,,,
черга,,,,,
чергиче,,,,,
чергиче,(диј. ),,,,
чергиште,,,,,
черево,црево (диј. охридски),,,,
черек,четврт (диј. битолски),,,,
черен,таван (диј. поречки),,,,
черепиште,,,,,
череша,цреша,,,,
чернец,,,,,
черпак,кутлаче (диј. струмички),,,,
чесност,,,,,
чест,,,,,
чест,,,,,
честопати,,,,,
чета,,,,,
четврт,,,,,
четврти,,,,,
четинар,,,,,
четинар,,,,,
четинар,,,,,
четири,,,,,
Четирилисна Разноротка,растение,,,,
четиринар,иглолисен,,,,
четириок,,,,,
четкиште,,,,,
четоринижец,,,,,
Четрсе,,,,,
чефрлига,"потечено место после јак удар, најчесто на главата (диј. малешевски)",,,,
чеша,,,,,
чешел,,,,,
чешел,,,,,
чешел,,,,,
чешит,шегаџија (диј. битолски),,,,
чешлан,,,,,
чешма,,,,,
чиа,,,,,
чиабата,вид леб,,,,
чивија,порок/лоша навика (диј. велешки),,,,
чизбургериште,,,,,
чизмар,,,,,
чизми,,,,,
чизмиште,,,,,
чикич,чекан (диј. ),,,,
Чикич – чекан,,,,,
чикмак,куса и тесна улица,,,,
чикмак,тесно уличе (диј.),,,,
"Чименто – бетонска подлога (двор, ходник…)",,,,,
чин,,,,,
чин,,,,,
чина,(диј. струмички),,,,
Чина-стрина,,,,,
"Чинѓељ – закачалка, кука",,,,,
чинго,,,,,
чинииште,,,,,
чинија,,,,,
чинија,(диј. ),,,,
чиновништво,,,,,
Чинува – дуполнителен глагол у струмичкио дијалект :) значењето моо работа,,,,,
чипел,подрум (диј. беровски),,,,
чипижок,,,,,
"Чипиш – низок човек,мало дете",,,,,
чир,,,,,
Чир На Желудникот,,,,,
чирак,,,,,
чирак,,,,,
чиракува,,,,,
чистилиште,,,,,
чистилиште,,,,,
чистилиште,,,,,
чистка,,,,,
читална,,,,,
читалница,,,,,
читалница,,,,,
читачиште,,,,,
читка,цвеќе (диј. беровски),,,,
чички,"такви во трева што ги што се фаќаат за облека, животни и сл., перо го знае зборот",,,,
чичко,(диј. ),,,,
чичо,(диј. ),,,,
чичок,,,,,
Чичок,растение,,,,
чичока,,,,,
"Чишит – необичен, несекојдневен, чуден",,,,,
чишличе,итро девојче (диј. велешки),,,,
чкембе,,,,,
член,,,,,
членарина,,,,,
членарина,,,,,
членестостелбен,,,,,
членка,,,,,
членконог,,семество-класификација животни,,,
членство,,,,,
чобан,,,,,
човекождер,,,,,
човекојад,,,,,
човекољубец,,,,,
човекољубец,,,,,
човекољубие,,,,,
човекољубие,,,,,
човече,,,,,
човечност,,,,,
чоја,,,,,
чојци,луѓе,,,,
чокан,,,,,
чоканче,,,,,
чоколаден,,,,,
чоколадиште,,,,,
чоколадо,,,,,
Чомка – лимена чаша,,,,,
чоп,1. кур (диј. ),,,,
чоп,,,,,
Чоп – пенис,,,,,
чопче,1. кур (диј. ),,,,
чорапи,,,,,
чорапи,,,,,
чорба,,,,,
чорбичка,,,,,
чошкара,,,,,
чп'лдиса,"украде, откраде (диј. )",,,,
чубрика,,,,,
Чубрика,растение,,,,
чувар,,,,,
чувариште,,,,,
Чуваркуќа,растение,,,,
чувек,човек (диј. ),,,,
чувте,ќофте,,,,
"чуда, врагови",,,,,
чуднотемпиран,,,,,
чудотворен,,,,,
чудотворен,,,,,
чуждо,туѓо (диј. охридски),,,,
чужџо,туѓо (диј. малешевски),,,,
чукалка,,,,,
чукало,"1.
2. нокшир (диј. )",,,,
чукало,(диј. ),,,,
чукало,"1.
2.
3.",,,,
чума,,,,,
чума,,,,,
чума,,,,,
чумиште,,,,,
чумулига,,,,,
Чумулига – вид летало направено само од хартија.Исто се употребува како погрден збор за жена мераклика :),,,,,
чуна,,,,,
чунка,,,,,
чунки,,,,,
чупе,,,,,
чупе,,,,,
чупе,девојче (диј. ),,,,
чупе,,,,,
чупе,(диј. ),,,,
чупенце,,,,,
чупенце,(диј. ),,,,
чупиште,,,,,
"Чурб,лк-голем сад за супа",,,,,
чурек,,,,,
чурило,свинска муцка (диј. кумановски),,,,
чурни,турни (диј. ),,,,
чурулин,,,,,
чучурлига,,,,,
чушка,пиперка,,,,
чушка,пиперка (диј. струмички),,,,
чушка,(диј. струмички),,,,
чушка,(диј. ),,,,
чушки,,,,,
Чушки – пиперки,,,,,
Џ,,,,,
Џ’нгрлашка – тропалка,,,,,
Џ’рџанаци – тестиси,,,,,
џабе,,,,,
џабе,бадијала (диј. ),,,,
џабелебојадец,безработник (диј. велешки),,,,
џавка,,,,,
џагали,сливи (диј.),,,,
џагор,,,,,
џаде,,,,,
џаде,"по пат, по главна улица (диј. )",,,,
џаде,(диј. ),,,,
Џаде – пат,,,,,
џадија,неморална жена (диј. кумановски),,,,
џадија,курва (диј. ),,,,
џакет,(диј. ),,,,
џакетче,,,,,
џаламари,василичари (диј.),,,,
џам,,,,,
џам,,,,,
Џамадан- елек?,,,,,
џамаданиште,,,,,
џамаданче,"наметка, џемперче (диј. битолски)",,,,
џамбаз,,,,,
џамија,,,,,
џамиште,,,,,
џамлии,"1. биљи (диј. охридски)
2. газози (диј. неготински)
3. пишоој (диј. тетовски)
4. џуски (диј. ???)
5. бил (диј. кичев.)
6. кајнаци (диј. радовишки)",,,,
џамлија,"пиш (диј. тетовски)
газоз(а)? (диј. неготински)
биљ(а) (диј. охридски)
џиска (диј.???)",,,,
џамлија,,,,,
џамлија,,,,,
џамче,,,,,
џанак,,,,,
џанам,,,,,
џанам,,,,,
џаначиште,,,,,
џандар,,,,,
џандар,,,,,
џандариште,,,,,
џањка,мала црвена слива (диј. кумановски),,,,
џапнат,,,,,
џапне,,,,,
џбара,,,,,
џбуниште,,,,,
џвака,,,,,
џвака,(диј. ),,,,
џвакан,,,,,
џвакнат,,,,,
џвакне,,,,,
џгољав,,,,,
џгура,,,,,
џеб,,,,,
џебен,,,,,
џебче,,,,,
џева,,,,,
џевитка,,,,,
џезер,,,,,
Џексон,,,,,
џелат,,,,,
џелатиште,,,,,
џем,,,,,
џем,,,,,
џемпер,,,,,
џемпериште,,,,,
џемперче,,,,,
џенарики,мали зелени сливи (диј. ),,,,
џенем,пекол,,,,
џенем,,,,,
џенем,многу далеку (диј. велешки),,,,
џенем,,,,,
џепче,,,,,
џефа,,,,,
Џибиринки – чварки,,,,,
џибра,комина,,,,
Џивџи,,,,,
џигер,,,,,
џигер,,,,,
џигер,,,,,
џигериште,,,,,
џигерник,,,,,
џикетка,"универзално име за наметка, јакна што се облекува врз блуза (диј. )",,,,
Џилетка – потенок џемпер на закопчување,,,,,
џилит,,,,,
џимиринка,,,,,
џимиринки,,,,,
џимиринки,(диј. ),,,,
џимрија,човек пребирлив за јадење (диј. велешки),,,,
џингетета,,,,,
џинка,струмички за пиперче феферонче,,,,
Џиновска Мечкина Шепа,растение,,,,
Џиновска Секвоја,растение,,,,
џипиште,,,,,
џипче,,,,,
џитка,,,,,
џиткан,,,,,
џитнат,,,,,
џитне,,,,,
џихад,,,,,
џиџе,,,,,
"Џиџитка – ептен ново, тазе",,,,,
џишличе,"курвиче, ороспиче (диј. )",,,,
џоа,како (диј. кавадаречки),,,,
џогер,,,,,
џогинг,,,,,
џоглан,стапало (диј. ),,,,
џоинт,,,,,
џокеј,,,,,
